Sex,NumVics,Age1stKill,AgeLastKill,Age Group,# Male,# Female,Race of Victim,# White,# Black,# Hisp,#Asian,AgeKill,AgeSeries,,,,,,,
1,4,25,57,20,2,2,1,4,0,0,0,25,25,,,,,,,
1,2,19,32,10,2,0,1,2,0,0,0,19,19,,,,,,,
1,16,35,36,30,,,1,16,0,0,0,35,35,,,,,,,
1,5,28,52,20,0,5,7,1,4,0,0,28,28,,,,,,,
1,4,19,35,10,0,4,1,4,0,0,0,19,19,,,,,,,
1,3,28,51,20,0,3,1,3,0,0,0,28,28,,,,,,,
1,5,33,37,30,1,4,7,3,2,0,0,33,33,,,,,,,
1,2,26,33,20,2,0,7,1,0,1,0,26,26,,,,,,,
1,2,22,43,20,2,0,2,0,2,0,0,22,22,,,,,,,
1,3,29,29,20,0,3,7,1,,1,,29,29,,,,,,,
1,3,22,41,20,0,3,2,0,3,0,0,22,22,,,,,,,
1,4,34,35,30,0,4,1,4,0,0,0,34,34,,,,,,,
1,2,19,55,10,2,0,1,2,0,0,0,19,19,,,,,,,
1,3,21,27,20,0,3,7,,1,0,1,21,21,,,,,,,
1,3,,50,,2,1,,,,,,,,,,,,,,
1,2,25,43,20,1,1,2,0,2,0,0,25,25,,,,,,,
1,2,16,17,10,2,0,7,1,1,0,0,16,16,,,,,,,
1,2,21,22,20,2,0,7,1,1,0,0,21,21,,,,,,,
1,2,42,44,40,0,2,1,2,0,0,0,42,42,,,,,,,
1,6,36,36,30,3,3,7,1,5,0,0,36,36,,,,,,,
1,5,41,41,40,2,3,1,5,0,0,0,41,41,,,,,,,
1,3,25,44,20,2,1,1,3,0,0,0,25,25,,,,,,,
1,4,59,62,50,2,2,1,4,0,0,0,59,59,,,,,,,
1,5,29,29,20,5,0,1,5,0,0,0,29,29,,,,,,,
1,10,22,22,20,5,5,1,9,0,0,0,22,22,,,,,,,
1,2,21,35,20,2,0,1,2,0,0,0,21,21,,,,,,,
1,3,23,23,20,2,1,2,0,3,0,0,23,23,,,,,,,
1,6,22,25,20,0,6,1,6,0,0,0,22,22,,,,,,,
1,2,29,29,20,0,2,1,2,0,0,0,29,29,,,,,,,
1,3,28,28,20,0,3,1,3,0,0,0,28,28,,,,,,,
1,14,,,,1,,,,,,, , ,,,,,,,
1,2,28,28,20,2,0,2,0,2,0,0,28,28,,,,,,,
1,4,22,34,20,3,1,7,1,0,3,0,22,22,,,,,,,
1,5,26,34,20,3,2,1,5,0,0,0,26,26,,,,,,,
1,4,48,48,40,1,3,1,4,0,0,0,48,48,,,,,,,
1,2,52,,50,,,1,2,0,0,0,52,52,,,,,,,
1,2,13,27,10,1,1,1,2,0,0,0,13,13,,,,,,,
1,2,28,28,20,2,0,7,1,0,1,0,28,28,,,,,,,
1,5,22,22,20,5,0,7,0,0,2,3,22,22,,,,,,,
1,6,52,58,50,5,1,,,,,,52,52,,,,,,,
1,3,21,40,20,2,1,2,0,3,0,0,21,21,,,,,,,
1,2,36,50,30,2,0,2,0,1,0,0,36,36,,,,,,,
1,2,18,18,10,1,1,1,2,0,0,0,18,18,,,,,,,
1,3,18,19,10,3,0,7,0,1,0,2,18,18,,,,,,,
1,4,35,60,30,2,2,1,4,0,0,0,35,35,,,,,,,
1,3,25,62,20,,,,,,,,25,25,,,,,,,
1,3,19,19,10,3,0,,,,,,19,19,,,,,,,
2,2,15,15,10,2,0,7,1,1,0,0,15,15,,,,,,,
1,3,28,29,20,0,3,1,3,0,0,0,28,28,,,,,,,
1,6,21,22,20,6,0,1,6,0,0,0,21,21,,,,,,,
1,14,20,20,20,15,0,3,0,0,15,0,20,20,,,,,,,
1,9,22,24,20,9,0,1,9,0,0,0,22,22,,,,,,,
1,5,25,25,20,2,3,7,4,1,0,0,25,25,,,,,,,
1,3,32,32,30,2,1,3,0,0,3,0,32,32,,,,,,,
1,6,28,41,20,1,5,7,4,1,0,0,28,33,,,,,,,
1,3,46,46,40,3,0,7,0,1,2,0,46,46,,,,,,,
1,3,25,26,20,3,0,7,,1,1,,25,25,,,,,,,
1,3,27,51,20,1,2,7,2,0,1,0,27,27,,,,,,,
1,2,23,23,20,1,1,7,1,1,0,0,23,23,,,,,,,
1,3,17,53,10,1,2,2,0,3,0,0,17,17,,,,,,,
1,2,27,27,20,2,0,1,2,0,0,0,27,27,,,,,,,
2,15,34,34,30,,,1,15,0,0,0,34,34,,,,,,,
1,2,41,43,40,,,,,,,,41,41,,,,,,,
1,2,38,38,30,0,2,3,0,0,2,0,38,38,,,,,,,
2,2,27,31,20,1,1,1,2,0,0,0,27,27,,,,,,,
1,4,33,33,30,2,2,7,1,3,0,0,33,33,,,,,,,
1,3,24,25,20,2,1,7,1,,1,0,24,24,,,,,,,
1,2,19,19,10,2,0,3,0,0,2,0,19,19,,,,,,,
1,4,28,28,20,0,4,1,4,0,0,0,,,,,,,,,
1,8,19,35,10,2,6,1,8,0,0,0,19,19,,,,,,,
2,2,,,,2,0,1,2,0,0,0, , ,,,,,,,
1,2,17,19,10,0,2,1,2,0,0,0,17,17,,,,,,,
1,2,23,48,20,2,0,1,2,0,0,0,23,23,,,,,,,
2,3,23,23,20,2,1,1,3,0,0,0,23,23,,,,,,,
1,3,36,36,30,3,0,1,3,0,0,0,36,36,,,,,,,
1,2,32,33,30,0,2,1,2,0,0,0,32,32,,,,,,,
1,2,18,19,10,0,2,,,,,,18,18,,,,,,,
1,2,19,19,10,2,0,,1,,,,19,19,,,,,,,
1,2,27,29,20,1,1,7,1,1,0,0,27,27,,,,,,,
1,3,42,42,40,2,1,1,3,0,0,0,42,42,,,,,,,
1,2,19,23,10,2,0,1,2,0,0,0,19,19,,,,,,,
1,3,24,24,20,0,3,1,3,0,0,0,24,24,,,,,,,
1,3,28,29,20,0,3,3,0,0,3,0,28,28,,,,,,,
1,2,19,21,10,2,0,3,0,0,2,0,19,19,,,,,,,
1,12,30,32,30,0,12,3,0,0,12,0,30,30,,,,,,,
1,4,35,35,30,3,1,1,4,0,0,0,35,35,,,,,,,
1,3,18,21,10,2,1,3,0,0,3,0,18,18,,,,,,,
1,3,32,33,30,0,3,1,3,0,0,0,32,32,,,,,,,
1,2,20,24,20,2,0,,1,,,,20,20,,,,,,,
2,6,60,64,60,5,1,3,1,4,0,0,60,60,,,,,,,
1,5,27,27,20,0,4,7,1,1,2,,27,27,,,,,,,
1,8,40,43,40,0,8,1,8,0,0,0,40,40,,,,,,,
1,9,,,,9,1,7,5,1,0,1, , ,,,,,,,
1,3,19,19,10,2,1,7,1,1,0,1,19,19,,,,,,,
1,4,29,30,20,3,0,2,0,3,0,0,29,29,,,,,,,
1,6,22,34,20,0,6,7,5,0,1,0,22,22,,,,,,,
1,3,43,47,40,3,0,1,3,0,0,0,43,43,,,,,,,
1,2,23,37,20,,1,,,,1,,23,23,,,,,,,
1,3,,52,,1,,,,,,, , ,,,,,,,
1,4,27,27,20,0,0,2,0,4,0,0,27,27,,,,,,,
1,8,18,19,10,8,0,3,0,0,6,0,18,18,,,,,,,
2,5,31,32,30,2,3,1,5,0,0,0,31,31,,,,,,,
1,5,45,47,40,0,5,1,5,0,0,0,45,45,,,,,,,
2,4,33,40,30,,,1,,0,0,0,33,33,,,,,,,
2,3,42,42,40,3,0,1,3,0,0,0,42,42,,,,,,,
1,3,47,52,40,1,2,1,3,0,0,0,47,47,,,,,,,
1,5,29,44,20,5,0,7,4,0,1,0,29,29,,,,,,,
1,3,62,69,60,0,3,1,3,0,0,0,62,62,,,,,,,
1,6,26,30,20,1,5,7,5,0,1,0,26,26,,,,,,,
1,10,49,51,40,1,9,1,10,0,0,0,49,49,,,,,,,
1,2,30,53,30,0,2,1,2,0,0,0,30,30,,,,,,,
1,2,29,30,20,0,2,1,2,0,0,0,29,29,,,,,,,
1,5,20,20,20,3,2,1,5,0,0,0,20,20,,,,,,,
1,5,23,23,20,3,2,1,5,0,0,0,23,23,,,,,,,
1,4,28,32,20,2,2,7,3,1,0,0,28,28,,,,,,,
1,14,23,23,20,0,14,1,14,0,0,0,23,23,,,,,,,
1,2,31,39,30,2,0,1,2,0,0,0,31,31,,,,,,,
2,2,30,32,30,2,0,1,2,0,0,0,30,30,,,,,,,
1,2,50,,50,1,1,1,2,0,0,0,50,50,,,,,,,
1,2,32,32,30,2,0,1,2,0,0,0,32,32,,,,,,,
2,2,30,30,30,1,1,7,1,0,1,0,30,30,,,,,,,
1,3,19,19,10,2,1,1,3,0,0,0,19,19,,,,,,,
1,2,16,31,10,0,2,1,2,0,0,0,16,16,,,,,,,
1,2,29,32,20,0,2,1,2,0,0,0,29,29,,,,,,,
1,3,23,25,20,3,0,7,0,2,0,1,23,23,,,,,,,
1,2,29,48,20,2,0,,1,,,,29,29,,,,,,,
1,2,16,31,10,1,1,,,1,,,16,16,,,,,,,
1,3,30,32,30,2,1,7,2,1,0,0,30,30,,,,,,,
1,9,18,26,10,4,2,2,0,9,0,0,18,18,,,,,,,
2,3,39,41,30,2,1,1,3,0,0,0,39,39,,,,,,,
1,3,15,15,10,3,0,2,0,3,0,0,15,15,,,,,,,
1,4,24,37,20,1,3,7,1,3,0,0,24,24,,,,,,,
1,2,26,26,20,2,0,2,0,2,0,0,26,26,,,,,,,
1,5,28,28,20,0,5,7,4,0,0,1,28,28,,,,,,,
1,2,45,45,40,2,0,1,2,0,0,0,45,45,,,,,,,
1,2,17,17,10,1,1,7,0,1,1,0,17,17,,,,,,,
1,9,28,35,20,,,,,,,,28,28,,,,,,,
1,3,22,22,20,3,0,2,0,3,0,0,22,22,,,,,,,
1,2,39,39,30,2,0,,,,,,39,39,,,,,,,
1,4,25,29,20,4,0,7,1,0,3,0,25,25,,,,,,,
2,4,22,22,20,3,1,2,0,4,0,0,22,22,,,,,,,
1,5,22,38,20,2,1,,,,,,22,22,,,,,,,
1,2,37,37,30,2,0,1,2,0,0,0,37,37,,,,,,,
1,2,,,,0,2,1,2,0,0,0,,,,,,,,,
1,4,21,21,20,0,4,1,4,0,0,0,21,21,,,,,,,
1,2,26,26,20,2,0,7,0,1,1,0,26,26,,,,,,,
1,3,21,21,20,3,0,1,3,0,0,0,21,21,,,,,,,
1,2,22,43,20,2,0,1,2,0,0,0,22,22,,,,,,,
1,5,30,31,30,0,5,3,0,0,5,0,30,30,,,,,,,
1,2,26,27,20,2,0,1,2,0,0,0,26,26,,,,,,,
1,4,,,,0,3,3,0,0,4,0,,,,,,,,,
1,3,35,62,30,3,0,7,1,0,0,2,35,35,,,,,,,
2,3,32,38,30,3,0,1,3,0,0,0,32,32,,,,,,,
1,3,36,36,30,3,0,1,3,0,0,0,36,36,,,,,,,
1,2,22,22,20,0,2,1,2,0,0,0,22,22,,,,,,,
2,13,,,,,,1,,,,, , ,,,,,,,
2,3,34,43,30,3,0,3,0,0,3,0,34,34,,,,,,,
2,5,,,,5,0,4,0,0,0,6, , ,,,,,,,
2,2,24,24,20,1,1,4,0,0,0,2,24,24,,,,,,,
1,4,18,27,10,4,0,7,1,1,2,0,18,18,,,,,,,
1,4,31,39,30,1,3,1,4,0,0,0,31,31,,,,,,,
1,8,30,36,30,0,8,7,2,5,0,0,30,30,,,,,,,
1,3,44,44,40,1,2,1,3,0,0,0,44,44,,,,,,,
1,2,51,59,50,2,0,1,2,0,0,0,51,51,,,,,,,
1,3,19,20,10,1,2,2,0,3,0,0,19,19,,,,,,,
1,8,44,44,40,5,2,1,8,0,0,0,44,44,,,,,,,
1,13,,44,,,,,,,,,,,,,,,,,
1,5,35,36,30,,,,,,,,35,35,,,,,,,
2,2,46,47,40,0,2,1,2,0,0,0,46,46,,,,,,,
1,7,31,47,30,1,1,3,0,0,7,0,31,31,,,,,,,
1,3,20,23,20,3,0,,,,2,,20,20,,,,,,,
1,4,20,23,20,2,2,1,4,0,0,0,20,20,,,,,,,
1,2,25,32,20,1,1,1,2,0,0,0,25,25,,,,,,,
1,42,26,38,20,16,0,3,0,0,16,0,26,26,,,,,,,
2,2,,,,2,0,4,0,0,0,2, , ,,,,,,,
1,9,32,43,30,0,9,3,0,0,9,0,32,32,,,,,,,
1,2,42,42,40,0,2,1,2,0,0,0,42,42,,,,,,,
2,10,29,30,20,,,,,,,,29,29,,,,,,,
1,3,24,25,20,0,3,4,0,0,0,3,24,24,,,,,,,
1,2,27,27,20,0,2,4,0,0,0,2,27,27,,,,,,,
1,8,33,40,30,8,0,1,8,0,0,0,33,33,,,,,,,
1,4,42,44,40,0,4,1,4,0,0,0,42,42,,,,,,,
1,4,17,17,10,2,2,1,4,0,0,0,17,17,,,,,,,
1,79,,,,,,4,0,0,0,79, , ,,,,,,,
1,79,,,,,,4,0,0,0,79, , ,,,,,,,
1,2,17,19,10,2,0,7,0,1,1,0,17,17,,,,,,,
1,3,32,36,30,0,3,1,3,0,0,0,32,32,,,,,,,
1,2,24,28,20,1,1,1,2,0,0,0,24,24,,,,,,,
1,3,20,20,20,2,1,1,3,0,0,0,20,20,,,,,,,
2,2,53,53,50,2,0,1,2,0,0,0,53,53,,,,,,,
1,4,,,20,3,1,7,3,1,0,0, , ,,,,,,,
1,9,18,19,10,8,1,2,0,9,0,0,18,18,,,,,,,
1,9,35,35,30,9,0,7,8,1,0,0,35,35,,,,,,,
2,4,20,21,20,0,4,2,0,4,0,0,20,20,,,,,,,
1,5,31,33,30,0,5,7,4,1,0,0,31,31,,,,,,,
1,3,19,22,10,3,0,1,3,0,0,0,19,19,,,,,,,
1,6,27,27,20,4,2,1,6,0,0,0,27,27,,,,,,,
1,3,22,39,20,1,2,2,0,3,0,0,22,22,,,,,,,
1,4,18,26,10,4,0,2,0,4,0,0,18,18,,,,,,,
1,5,30,30,30,0,5,,,,,,30,30,,,,,,,
1,3,15,29,10,2,1,1,3,0,0,0,15,15,,,,,,,
1,3,28,28,20,0,3,4,0,0,0,3,28,28,,,,,,,
1,3,43,56,40,2,1,1,3,0,0,0,43,43,,,,,,,
2,3,26,26,20,1,2,7,1,0,1,1,26,26,,,,,,,
1,18,49,51,40,1,3,3,0,0,18,0,49,49,,,,,,,
1,2,45,46,40,1,1,3,0,0,2,0,45,45,,,,,,,
1,5,22,24,20,5,0,7,4,0,1,0,22,22,,,,,,,
1,12,17,27,10,10,2,7,1,0,11,0,17,27,,,,,,,
1,4,21,47,20,4,0,7,,,2,,21,21,,,,,,,
1,2,33,39,30,2,0,3,0,0,2,0,33,33,,,,,,,
1,2,36,37,30,2,0,7,1,0,1,0,36,36,,,,,,,
1,2,21,24,20,1,1,7,0,1,1,0,21,21,,,,,,,
1,24,43,45,40,1,23,7,22,0,0,1,43,43,,,,,,,
1,6,35,52,30,3,3,4,0,0,0,6,50,50,,,,,,,
1,10,20,20,20,10,0,4,0,0,0,10,20,20,,,,,,,
2,6,,,,,,4,0,0,0,6, , ,,,,,,,
1,2,21,22,20,0,2,4,0,0,0,2,21,21,,,,,,,
1,16,29,29,20,15,1,4,0,0,0,16,29,29,,,,,,,
1,4,16,17,10,2,2,4,0,0,0,4,16,16,,,,,,,
1,3,21,28,20,,,4,0,0,0,3,21,21,,,,,,,
1,11,22,31,20,,,4,0,0,0,11,22,22,,,,,,,
1,4,19,20,10,0,4,1,4,0,0,0,19,19,,,,,,,
1,10,22,22,20,0,10,1,10,0,0,0,22,22,,,,,,,
1,3,27,27,20,0,3,2,0,3,0,0,27,27,,,,,,,
1,4,23,26,20,0,4,1,4,0,0,0,23,23,,,,,,,
1,5,28,28,20,3,2,7,4,1,0,0,28,28,,,,,,,
1,2,24,25,20,2,0,1,2,0,0,0,24,24,,,,,,,
1,23,11,,10,,,,,,,,11,11,,,,,,,
1,3,21,25,20,0,3,1,3,0,0,0,21,21,,,,,,,
1,53,42,54,40,,,1,53,0,0,0,42,42,,,,,,,
1,3,39,45,30,1,2,1,3,0,0,0,39,39,,,,,,,
1,6,36,40,30,6,0,1,6,0,0,0,36,36,,,,,,,
1,6,23,29,20,1,5,1,5,0,0,0,18,23,,,,,,,
1,3,29,35,20,0,3,2,0,3,0,0,29,29,,,,,,,
1,2,25,42,20,0,2,1,2,0,0,0,25,25,,,,,,,
1,4,36,37,30,0,4,1,4,0,0,0,36,36,,,,,,,
1,2,31,31,30,2,2,4,0,0,0,2,31,31,,,,,,,
1,4,25,25,20,4,0,,,,,,25,25,,,,,,,
1,2,44,53,40,0,2,4,0,0,0,2,44,44,,,,,,,
1,12,,,,5,5,7,10,0,0,0, , ,,,,,,,
1,3,34,43,30,0,3,2,0,3,0,0,34,34,,,,,,,
1,4,36,37,30,1,3,7,2,1,,,36,36,,,,,,,
1,3,26,26,20,0,3,1,3,0,0,0,26,26,,,,,,,
2,4,,,,4,0,1,4,0,0,0, , ,,,,,,,
1,4,18,21,10,0,4,7,3,1,0,0,18,18,,,,,,,
1,2,,,,2,0,2,0,2,0,0, , ,,,,,,,
1,8,44,53,40,0,8,1,8,0,0,0,44,44,,,,,,,
1,2,16,22,10,0,2,1,2,0,0,0,16,16,,,,,,,
2,2,25,54,20,0,2,1,2,0,0,0,25,25,,,,,,,
1,12,25,25,20,12,0,7,0,11,1,0,25,25,,,,,,,
1,7,33,38,30,0,7,1,7,0,0,0,33,33,,,,,,,
2,2,47,47,40,2,0,1,2,0,0,0,47,48,,,,,,,
1,3,45,45,40,2,1,1,3,0,0,0,45,45,,,,,,,
1,2,23,24,20,2,0,1,2,0,0,0,23,23,,,,,,,
1,19,33,40,30,0,19,,,0,0,,33,33,,,,,,,
1,2,27,27,20,0,2,2,0,2,0,0,27,27,,,,,,,
1,4,15,20,10,4,0,1,4,0,0,0,15,20,,,,,,,
2,3,46,47,40,0,3,1,3,0,0,0,46,46,,,,,,,
1,2,23,24,20,0,2,1,2,0,0,0,23,23,,,,,,,
1,2,17,25,10,0,2,,,1,,,17,17,,,,,,,
1,3,23,23,20,3,0,1,3,0,0,0,23,23,,,,,,,
1,3,17,53,10,,1,,,,,,17,17,,,,,,,
1,7,32,32,30,0,7,,4,,,,32,32,,,,,,,
1,3,35,41,30,0,3,1,3,0,0,0,35,35,,,,,,,
1,2,43,43,40,1,1,1,2,0,0,0,43,43,,,,,,,
1,7,,,,1,2,,,,,, , ,,,,,,,
1,3,15,15,10,3,0,5,0,0,0,0,15,15,,,,,,,
1,10,21,21,20,6,4,1,9,0,0,0,21,21,,,,,,,
1,6,42,58,40,0,6,7,3,2,,0,42,42,,,,,,,
1,2,55,56,50,0,2,1,2,0,0,0,55,56,,,,,,,
1,2,21,21,20,2,0,1,2,0,0,0,21,21,,,,,,,
1,2,27,29,20,0,2,1,2,0,0,0,27,27,,,,,,,
1,4,24,33,20,0,4,1,4,0,0,0,24,24,,,,,,,
1,2,23,23,20,1,1,2,0,2,0,0,23,23,,,,,,,
1,2,25,26,20,0,2,1,2,0,0,0,25,25,,,,,,,
1,2,39,39,30,1,1,1,2,0,0,0,39,39,,,,,,,
1,2,18,18,10,2,0,2,0,2,0,0,18,18,,,,,,,
1,4,25,25,20,3,1,7,0,0,3,0,25,25,,,,,,,
1,4,39,67,30,0,4,1,4,0,0,0,39,39,,,,,,,
1,5,16,26,10,5,0,,2,,,,16,16,,,,,,,
1,3,36,56,30,0,3,1,3,0,0,0,36,36,,,,,,,
1,3,28,38,20,3,0,1,3,0,0,0,28,28,,,,,,,
1,3,24,25,20,0,3,1,3,0,0,0,24,24,,,,,,,
1,8,42,56,40,2,6,1,8,0,0,0,42,42,,,,,,,
1,2,45,46,40,2,0,1,2,0,0,0,45,45,,,,,,,
1,3,18,41,10,2,1,1,3,0,0,0,18,18,,,,,,,
1,2,31,32,30,1,1,,,1,0,0,31,31,,,,,,,
1,3,,,,,,,,,,, , ,,,,,,,
1,3,38,39,30,0,3,1,3,0,0,0,38,38,,,,,,,
1,2,26,26,20,0,2,1,2,0,0,0,26,26,,,,,,,
1,2,29,40,20,0,2,2,0,2,0,0,29,29,,,,,,,
1,2,29,34,20,1,1,1,2,0,0,0,29,29,,,,,,,
1,6,25,37,20,2,4,1,6,0,0,0,25,25,,,,,,,
2,2,32,33,30,2,0,1,2,0,0,0,32,32,,,,,,,
1,2,21,40,20,0,2,7,1,0,1,0,21,21,,,,,,,
1,3,22,28,20,0,3,1,3,0,0,0,22,22,,,,,,,
1,12,28,31,20,8,4,2,0,12,0,0,28,28,,,,,,,
1,5,21,23,20,5,0,,,,,,21,21,,,,,,,
1,6,30,41,30,1,5,1,6,0,0,0,30,30,,,,,,,
2,4,24,24,20,0,4,1,4,0,0,0,24,24,,,,,,,
1,3,23,24,20,2,1,1,3,0,0,0,23,23,,,,,,,
2,2,27,49,20,2,0,1,2,0,0,0,27,27,,,,,,,
1,11,40,43,40,1,10,1,11,0,0,0,40,40,,,,,,,
1,3,27,36,20,0,3,1,3,0,0,0,27,27,,,,,,,
1,2,20,20,20,2,0,7,1,1,0,0,20,20,,,,,,,
1,9,32,42,30,1,8,7,8,0,0,0,32,32,,,,,,,
1,2,22,28,20,2,0,7,1,1,0,0,,,,,,,,,
1,2,37,37,30,0,2,2,0,2,0,0,37,37,,,,,,,
1,3,20,65,20,2,1,2,0,2,0,0,20,20,,,,,,,
1,8,28,28,20,1,7,7,1,7,0,0,28,28,,,,,,,
1,3,26,27,20,3,0,7,1,2,0,1,26,26,,,,,,,
1,3,31,32,30,2,1,1,3,0,0,0,31,31,,,,,,,
1,3,20,53,20,,,,,,,,,,,,,,,,
1,2,33,33,30,2,0,7,1,1,0,0,33,33,,,,,,,
1,3,24,25,20,3,0,7,1,2,0,1,24,24,,,,,,,
1,5,19,30,10,1,4,1,5,0,0,0,19,30,,,,,,,
1,3,,,,,,1,3,0,0,0, , ,,,,,,,
2,4,38,39,30,4,0,1,4,0,0,0,38,38,,,,,,,
1,7,33,33,30,5,2,7,2,4,1,0,33,33,,,,,,,
1,2,28,36,20,1,1,1,2,0,0,0,28,28,,,,,,,
1,7,20,22,20,0,7,1,7,0,0,0,20,20,,,,,,,
2,2,37,38,30,2,0,1,2,0,0,0,37,37,,,,,,,
1,9,41,58,40,7,2,1,9,0,0,0,41,41,,,,,,,
1,4,26,26,20,4,0,7,,1,1,,26,26,,,,,,,
1,9,28,45,20,0,9,7,7,2,0,0,28,40,,,,,,,
1,2,18,20,10,2,0,2,0,2,0,0,18,18,,,,,,,
1,3,17,17,10,0,3,1,3,0,0,0,17,17,,,,,,,
1,5,24,25,20,3,2,1,5,0,0,0,24,24,,,,,,,
1,2,21,22,20,0,2,1,2,0,0,0,21,21,,,,,,,
1,6,39,41,30,6,0,1,6,0,0,0,39,39,,,,,,,
1,6,26,28,20,4,2,1,6,0,0,0,26,26,,,,,,,
1,6,29,29,20,1,5,7,4,0,2,0,29,29,,,,,,,
1,2,23,23,20,2,0,2,0,2,0,0,23,23,,,,,,,
1,3,24,27,20,0,3,1,3,0,0,0,24,24,,,,,,,
1,4,22,37,20,4,0,1,4,0,0,0,22,22,,,,,,,
1,4,32,49,30,3,1,1,4,0,0,0,32,49,,,,,,,
