Sex,NumVics,Age1stKill,AgeLastKill,Age Group,# Male,# Female,Race of Victim,# White,# Black,# Hisp,#Asian,AgeKill,AgeSeries,,,,,,,
1,28,28,53,20,,0,1,28,0,0,0,28,28,,,,,,,
2,10,21,24,20,1,9,1,10,0,0,0,21,21,,,,,,,
1,3,26,26,20,3,0,1,2,0,0,0,26,26,,,,,,,
1,10,32,34,30,1,9,1,10,0,0,0,32,32,,,,,,,
1,3,25,38,20,2,1,1,3,0,0,0,25,25,,,,,,,
1,2,31,39,30,0,2,2,0,2,0,0,31,31,,,,,,,
1,2,27,34,20,2,0,2,0,2,0,0,27,27,,,,,,,
2,3,,,,2,1,1,3,0,0,0, , ,,,,,,,
1,6,38,38,30,5,1,1,6,0,0,0,38,38,,,,,,,
2,2,15,38,10,2,0,,,1,0,0,15,15,,,,,,,
1,2,29,33,20,0,2,2,0,2,0,0,29,29,,,,,,,
1,11,24,38,20,0,11,4,0,0,0,11,24,24,,,,,,,
1,138,35,42,30,138,0,3,0,0,138,0,35,35,,,,,,,
1,2,25,25,20,2,0,,,,1,0,25,25,,,,,,,
1,4,34,39,30,2,2,1,4,0,0,0,34,34,,,,,,,
2,2,18,32,10,1,1,7,1,0,1,0,18,18,,,,,,,
1,3,17,17,10,3,0,3,0,0,3,0,17,17,,,,,,,
1,2,34,34,30,0,2,1,2,0,0,0,34,34,,,,,,,
1,2,24,29,20,2,0,7,1,0,1,0,24,24,,,,,,,
1,2,,,,2,0,3,0,0,2,0, , ,,,,,,,
1,9,23,23,20,7,2,7,1,0,8,0,23,23,,,,,,,
1,3,19,19,10,2,1,1,3,0,0,0,19,19,,,,,,,
1,2,29,30,20,0,2,1,2,0,0,0,29,29,,,,,,,
1,3,24,24,20,2,1,1,3,0,0,0,24,24,,,,,,,
1,2,23,24,20,2,0,1,2,0,0,0,23,23,,,,,,,
1,3,65,68,60,0,3,1,3,0,0,0,65,65,,,,,,,
1,3,23,26,20,0,3,1,3,0,0,0,23,23,,,,,,,
1,3,17,29,10,0,3,7,2,0,1,0,17,17,,,,,,,
1,4,,,,2,2,1,5,0,0,0, , ,,,,,,,
1,2,19,21,10,2,0,2,0,2,0,0,19,19,,,,,,,
1,2,21,21,20,2,0,2,0,2,0,0,21,21,,,,,,,
1,2,31,31,30,2,0,2,0,2,0,0,31,31,,,,,,,
1,3,13,29,10,2,1,1,3,0,0,0,13,13,,,,,,,
1,5,37,37,30,2,3,1,5,0,0,0,37,37,,,,,,,
1,9,17,25,10,0,9,1,9,0,0,0,17,24,,,,,,,
1,2,34,,30,0,2,7,1,1,0,0,34,34,,,,,,,
1,7,33,35,30,7,0,3,0,0,7,0,33,33,,,,,,,
1,2,20,26,20,2,0,,,,1,,20,20,,,,,,,
1,10,19,19,10,6,4,3,0,0,10,0,19,19,,,,,,,
1,3,19,22,10,2,1,1,3,0,0,0,19,19,,,,,,,
1,20,20,49,20,8,12,7,17,2,0,0,20,37,,,,,,,
1,3,20,54,20,0,3,1,3,0,0,0,20,20,,,,,,,
2,2,29,38,20,2,0,1,2,0,0,0,29,29,,,,,,,
1,2,24,24,20,1,1,7,1,1,0,0,24,24,,,,,,,
1,8,50,50,50,8,0,1,8,0,0,0,50,50,,,,,,,
1,2,47,50,40,2,0,1,2,0,0,0,47,47,,,,,,,
1,3,60,66,60,0,3,7,0,2,1,0,60,60,,,,,,,
2,9,14,20,10,6,3,4,0,0,0,9,14,14,,,,,,,
1,5,36,,30,2,3,1,5,0,0,0,36,36,,,,,,,
1,5,16,40,10,3,2,2,0,5,0,0,16,16,,,,,,,
1,3,19,52,10,2,1,1,3,0,0,0,19,19,,,,,,,
1,3,21,34,20,0,3,7,2,1,0,0,21,21,,,,,,,
1,10,28,31,20,0,10,7,4,5,1,0,28,28,,,,,,,
2,4,49,51,40,4,0,1,4,0,0,0,49,49,,,,,,,
1,2,42,61,40,1,1,1,2,0,0,0,42,42,,,,,,,
1,3,,,,0,3,1,3,0,0,0, , ,,,,,,,
1,9,27,28,20,1,8,7,3,4,1,1,27,27,,,,,,,
1,12,31,33,30,12,0,4,0,0,0,12,31,31,,,,,,,
1,2,23,23,20,2,0,1,2,0,0,0,23,23,,,,,,,
2,3,48,48,40,3,0,1,3,0,0,0,48,48,,,,,,,
1,2,48,51,40,0,2,1,2,0,0,0,48,48,,,,,,,
1,2,29,29,20,2,0,1,2,0,0,0,29,29,,,,,,,
1,5,25,25,20,0,5,,,,,,25,25,,,,,,,
1,964,,,,,,1,964,0,0,0, , ,,,,,,,
1,2,28,28,20,1,1,7,1,0,1,0,28,28,,,,,,,
1,4,36,39,30,,,1,4,0,0,0,36,36,,,,,,,
1,2,21,32,20,2,0,1,2,0,0,0,21,21,,,,,,,
1,6,24,39,20,0,6,1,6,0,0,0,24,24,,,,,,,
1,3,22,22,20,1,2,1,3,0,0,0,22,22,,,,,,,
1,7,28,35,20,0,7,1,7,0,0,0,28,28,,,,,,,
1,5,18,24,10,1,4,1,5,0,0,0,18,18,,,,,,,
1,6,30,30,30,0,6,2,0,6,0,0,30,30,,,,,,,
1,6,28,33,20,2,4,1,6,0,0,0,28,28,,,,,,,
1,7,27,34,20,5,2,1,7,0,0,0,27,27,,,,,,,
1,3,18,29,10,0,3,1,3,0,0,0,18,18,,,,,,,
1,6,34,35,30,3,,7,4,0,0,2,34,34,,,,,,,
2,2,56,56,20,2,0,3,0,0,3,0,56,56,,,,,,,
1,2,17,17,10,1,1,1,2,0,0,0,17,17,,,,,,,
1,3,24,29,20,1,2,7,2,1,0,0,24,24,,,,,,,
2,5,33,34,30,5,0,1,5,0,0,0,33,33,,,,,,,
1,2,27,40,20,2,0,2,0,2,0,0,27,27,,,,,,,
2,2,,,,2,0,1,2,0,0,0, , ,,,,,,,
1,2,13,20,10,1,1,7,1,1,0,0,13,13,,,,,,,
1,7,26,40,20,4,3,7,1,3,1,0,21,21,,,,,,,
1,7,,,,5,2,1,7,0,0,0, , ,,,,,,,
1,3,45,54,40,0,3,1,3,0,0,0,45,45,,,,,,,
1,2,24,54,20,0,2,1,2,0,0,0,24,24,,,,,,,
2,16,30,50,30,9,7,1,16,0,0,0,30,30,,,,,,,
2,4,30,30,30,1,2,1,4,0,0,0,30,30,,,,,,,
2,4,27,28,20,4,0,1,4,0,0,0,27,27,,,,,,,
1,4,22,22,20,1,3,1,4,0,0,0,22,22,,,,,,,
1,5,20,20,20,0,5,1,5,0,0,0,20,20,,,,,,,
1,2,27,27,20,0,2,1,2,0,0,0,27,27,,,,,,,
1,4,16,32,10,0,4,7,2,,1,,16,32,,,,,,,
1,4,26,63,20,2,2,1,4,0,0,0,26,26,,,,,,,
1,2,29,32,20,1,1,7,1,0,1,0,29,29,,,,,,,
1,6,21,25,20,6,0,1,6,0,0,0,21,21,,,,,,,
1,3,25,25,20,0,3,1,3,0,0,0,25,25,,,,,,,
1,8,29,39,20,0,8,7,4,4,0,0,29,29,,,,,,,
1,2,35,35,30,2,0,1,2,0,0,0,35,35,,,,,,,
1,5,33,34,30,2,3,7,3,2,0,0,33,33,,,,,,,
1,3,35,35,30,1,2,2,0,3,0,0,35,35,,,,,,,
1,13,26,42,20,0,13,7,10,3,0,0,26,26,,,,,,,
1,5,26,35,20,2,3,1,5,0,0,0,26,26,,,,,,,
1,2,21,22,20,0,2,1,2,0,0,0,21,21,,,,,,,
2,2,,,,2,0,3,0,0,2,0, , ,,,,,,,
1,2,37,43,30,1,1,1,2,0,0,0,37,37,,,,,,,
1,,,69,,,,4,0,0,0,, , ,,,,,,,
1,4,26,26,20,0,4,4,0,0,0,4,26,26,,,,,,,
1,2,24,39,20,0,2,1,2,0,0,0,24,24,,,,,,,
1,7,31,34,30,0,7,1,7,0,0,0,31,31,,,,,,,
1,7,21,30,20,1,6,1,7,0,0,0,21,21,,,,,,,
1,4,30,30,30,0,4,7,3,0,1,0,30,30,,,,,,,
1,4,42,42,40,0,4,5,0,0,0,0,42,42,,,,,,,
1,2,23,23,20,2,0,2,0,2,0,0,23,23,,,,,,,
1,3,37,40,30,3,0,7,2,1,0,0,37,37,,,,,,,
1,2,49,49,40,0,2,7,1,1,0,0,49,49,,,,,,,
1,2,17,32,10,2,0,7,1,1,0,0,17,17,,,,,,,
1,3,18,18,10,2,1,1,3,0,0,0,18,18,,,,,,,
1,15,,,,10,4,7,14,1,0,0, , ,,,,,,,
1,6,56,56,50,0,6,1,6,0,0,0,56,56,,,,,,,
1,5,37,37,30,5,0,1,5,0,0,0,37,37,,,,,,,
1,3,28,28,20,0,3,1,3,0,0,0,28,28,,,,,,,
2,4,,,,4,0,1,4,0,0,0, , ,,,,,,,
1,4,9,16,0,2,1,3,0,0,4,0,9,15,,,,,,,
2,5,26,26,20,2,3,1,5,0,0,0,26,26,,,,,,,
1,4,23,24,20,0,4,1,4,0,0,0,23,23,,,,,,,
1,3,28,28,20,0,3,1,3,0,0,0,28,28,,,,,,,
1,3,36,37,30,3,0,1,3,0,0,0,36,36,,,,,,,
1,2,18,18,10,0,2,1,2,0,0,0,18,18,,,,,,,
1,3,18,22,10,0,3,1,2,0,0,0,18,18,,,,,,,
2,2,68,74,60,2,0,1,2,0,0,0,68,68,,,,,,,
1,3,22,22,20,0,3,1,3,0,0,0,22,22,,,,,,,
1,7,21,27,20,6,1,1,5,,,,21,21,,,,,,,
1,11,26,32,20,11,0,1,11,0,0,0,26,26,,,,,,,
1,4,18,35,10,4,0,1,4,0,0,0,18,18,,,,,,,
1,5,,,,5,0,3,0,0,5,0, , ,,,,,,,
1,6,30,40,30,0,6,3,0,0,6,0,30,30,,,,,,,
1,2,31,45,30,2,0,1,2,0,0,0,31,31,,,,,,,
1,9,26,27,20,9,0,,4,,,,26,26,,,,,,,
1,5,27,27,20,5,0,7,0,0,4,1,27,27,,,,,,,
1,3,21,22,20,0,3,3,0,0,3,0,21,21,,,,,,,
1,6,32,33,30,,,4,0,0,0,6,32,32,,,,,,,
1,3,29,32,20,0,3,7,1,,,0,29,29,,,,,,,
2,91,,,,0,91,3,0,0,91,0, , ,,,,,,,
2,91,,,,0,91,3,0,0,91,0, , ,,,,,,,
1,4,23,23,20,2,2,1,4,0,0,0,23,23,,,,,,,
1,7,25,28,20,7,0,7,1,0,5,1,25,25,,,,,,,
2,20,40,42,40,,,3,0,0,20,0,40,40,,,,,,,
1,4,42,45,40,0,4,3,0,0,4,0,42,42,,,,,,,
1,2,21,21,20,2,0,1,2,0,0,0,21,21,,,,,,,
1,3,17,22,10,3,0,,1,,,,17,17,,,,,,,
1,2,17,48,10,2,0,2,0,2,0,0,17,17,,,,,,,
1,2,35,35,30,2,0,4,0,0,0,2,35,35,,,,,,,
1,5,30,30,30,5,0,1,3,0,0,0,30,30,,,,,,,
1,3,25,32,20,2,1,2,0,3,0,0,25,25,,,,,,,
1,4,20,44,20,1,3,1,3,0,0,0,20,20,,,,,,,
2,2,43,44,40,1,1,1,2,0,0,0,43,43,,,,,,,
1,4,20,22,20,3,1,2,0,4,0,0,20,20,,,,,,,
1,2,21,37,10,2,0,2,0,1,0,0,21,21,,,,,,,
1,3,,,,0,0,,,,,, , ,,,,,,,
1,3,21,34,20,0,3,7,2,1,0,0,21,21,,,,,,,
1,5,44,45,40,0,5,7,1,1,2,0,44,44,,,,,,,
1,6,27,29,20,0,6,7,4,0,0,2,27,27,,,,,,,
1,2,24,24,20,0,2,1,2,0,0,0,24,24,,,,,,,
2,4,19,25,10,1,3,1,4,0,0,0,19,19,,,,,,,
1,2,28,29,20,0,2,2,0,2,0,0,28,28,,,,,,,
1,2,24,28,20,0,2,1,2,0,0,0,24,24,,,,,,,
1,8,38,68,30,,1,7,,,,1,38,38,,,,,,,
1,3,45,49,40,2,2,1,4,0,0,0,45,45,,,,,,,
2,2,,,,2,0,1,2,0,0,0, , ,,,,,,,
1,6,19,23,10,3,3,1,6,0,0,0,19,19,,,,,,,
1,5,42,42,40,4,1,4,0,0,0,5,42,42,,,,,,,
2,15,28,42,20,8,7,1,15,0,0,0,28,28,,,,,,,
1,9,41,41,40,1,8,7,2,1,5,1,41,41,,,,,,,
1,3,25,26,20,1,1,2,0,2,0,0,25,25,,,,,,,
1,42,17,26,10,3,39,1,42,0,0,0,17,17,,,,,,,
1,2,30,30,30,2,0,7,1,1,0,0,30,30,,,,,,,
2,5,29,39,20,2,3,1,5,0,0,0,29,29,,,,,,,
1,3,23,23,20,1,2,1,3,0,0,0,23,23,,,,,,,
2,5,23,23,20,0,5,1,5,0,0,0,23,23,,,,,,,
1,7,28,28,20,0,6,2,0,7,0,0,28,28,,,,,,,
1,7,40,40,40,7,0,1,7,0,0,0,40,40,,,,,,,
1,14,14,24,10,0,14,3,0,0,14,0,14,14,,,,,,,
1,4,24,26,20,4,0,1,4,0,0,0,24,24,,,,,,,
1,26,22,23,20,26,0,1,26,0,0,0,22,22,,,,,,,
1,3,51,52,50,1,2,2,0,3,0,0,51,51,,,,,,,
1,4,18,19,10,2,2,1,4,0,0,0,18,18,,,,,,,
1,4,26,30,20,4,0,1,4,0,0,0,26,26,,,,,,,
1,3,36,36,30,0,3,1,3,0,0,0,36,36,,,,,,,
1,7,23,28,20,7,0,2,0,7,0,0,23,23,,,,,,,
1,7,24,24,20,1,6,2,0,7,0,0,24,24,,,,,,,
1,2,30,31,30,1,1,7,1,1,0,0,30,30,,,,,,,
1,5,39,40,30,0,5,1,5,0,0,0,39,39,,,,,,,
1,2,14,18,10,2,0,7,1,1,0,0,14,14,,,,,,,
1,2,29,29,20,0,2,7,1,1,0,0,29,29,,,,,,,
1,3,27,27,20,1,2,7,1,2,0,0,27,27,,,,,,,
2,3,36,36,30,0,3,1,3,0,0,0,36,36,,,,,,,
1,2,18,26,10,0,2,1,2,0,0,0,18,18,,,,,,,
2,3,27,49,20,3,0,2,0,3,0,0,27,27,,,,,,,
1,19,16,27,10,19,0,7,0,17,2,0,16,16,,,,,,,
1,2,16,16,10,1,1,7,1,1,0,0,16,16,,,,,,,
1,6,21,38,20,5,1,1,6,0,0,0,21,21,,,,,,,
1,2,60,61,60,1,1,1,2,0,0,0,60,60,,,,,,,
1,9,28,28,20,2,7,7,5,4,0,0,28,28,,,,,,,
1,2,20,20,20,0,2,1,2,0,0,0,20,20,,,,,,,
1,2,25,31,20,2,0,1,2,0,0,0,25,25,,,,,,,
2,2,57,58,50,1,1,1,2,0,0,0,57,57,,,,,,,
1,3,25,25,20,0,4,1,4,0,0,0,16,25,,,,,,,
1,2,20,22,20,2,0,2,0,2,0,0,20,20,,,,,,,
1,2,35,37,30,1,1,1,2,0,0,0,35,35,,,,,,,
1,5,23,23,20,5,0,2,0,5,0,0,23,23,,,,,,,
1,3,24,24,20,3,0,2,0,3,0,0,24,24,,,,,,,
1,5,24,49,20,1,4,2,0,5,0,0,24,24,,,,,,,
1,7,20,26,20,6,1,7,1,3,,,20,20,,,,,,,
1,12,21,22,20,9,3,1,12,0,0,0,21,21,,,,,,,
1,2,25,44,20,1,1,1,2,0,0,0,25,25,,,,,,,
1,4,24,26,20,2,2,1,4,0,0,0,24,24,,,,,,,
1,3,21,25,20,2,,7,2,1,,,21,21,,,,,,,
2,2,24,24,20,1,1,1,2,0,0,0,24,24,,,,,,,
1,2,29,30,20,0,2,,1,,,,29,29,,,,,,,
1,4,,,,,,,,,,, , ,,,,,,,
1,7,24,29,20,4,3,1,7,0,0,0,24,24,,,,,,,
1,4,38,38,30,3,1,1,4,0,0,0,38,38,,,,,,,
1,2,36,36,30,2,0,1,2,0,0,0,36,36,,,,,,,
2,3,18,20,10,1,2,1,3,0,0,0,18,18,,,,,,,
1,4,,,,4,0,1,4,0,0,0, , ,,,,,,,
1,2,30,44,30,1,1,1,2,0,0,0,30,30,,,,,,,
1,3,42,44,40,0,3,1,3,0,0,0,42,42,,,,,,,
1,11,21,31,20,11,0,7,4,,2,,21,21,,,,,,,
1,2,39,39,30,0,2,1,2,0,0,0,39,39,,,,,,,
1,5,18,43,10,0,5,7,3,0,0,1,18,32,,,,,,,
1,14,14,14,10,0,14,1,14,0,0,0,14,14,,,,,,,
1,17,22,22,20,11,6,7,16,0,1,0,22,22,,,,,,,
1,2,23,24,20,0,2,1,2,0,0,0,23,23,,,,,,,
1,3,21,21,20,0,3,1,3,0,0,0,21,21,,,,,,,
1,4,19,23,10,4,0,1,4,0,0,0,19,19,,,,,,,
1,2,21,40,20,0,2,7,1,0,0,0,21,21,,,,,,,
1,8,27,29,20,0,8,2,0,8,0,0,27,27,,,,,,,
1,3,23,24,20,2,1,7,1,0,2,0,23,23,,,,,,,
1,3,22,30,20,3,0,7,2,1,0,0,22,22,,,,,,,
1,3,39,40,30,0,3,1,3,0,0,0,39,39,,,,,,,
1,4,22,28,20,4,0,1,4,0,0,0,22,22,,,,,,,
2,3,45,47,40,0,3,1,3,0,0,0,45,45,,,,,,,
1,4,42,52,40,0,4,1,4,0,0,0,42,42,,,,,,,
2,4,24,24,20,3,1,7,3,1,0,0,24,24,,,,,,,
2,4,57,61,50,1,3,1,4,0,0,0,57,57,,,,,,,
1,3,27,39,20,3,0,1,3,0,0,0,27,27,,,,,,,
1,4,31,40,30,0,4,1,4,0,0,0,31,31,,,,,,,
2,4,48,49,40,2,2,1,4,0,0,0,48,48,,,,,,,
1,4,16,28,10,0,4,1,4,0,0,0,16,28,,,,,,,
1,5,,39,,0,5,1,5,0,0,0,,,,,,,,,
1,2,26,26,20,0,2,1,2,0,0,0,26,26,,,,,,,
1,2,35,37,30,0,2,1,2,0,0,0,35,35,,,,,,,
1,3,24,24,20,3,0,2,0,3,0,0,24,24,,,,,,,
1,6,27,64,20,1,5,1,6,0,0,0,27,27,,,,,,,
1,5,42,44,40,2,3,3,0,0,5,0,42,42,,,,,,,
1,50,47,58,40,0,50,1,50,0,0,0,47,47,,,,,,,
1,16,24,34,20,0,16,7,8,5,3,0,24,24,,,,,,,
2,49,19,25,10,,,1,49,0,0,0,19,19,,,,,,,
1,4,21,46,20,0,4,1,4,0,0,0,21,21,,,,,,,
1,8,31,47,30,,,1,8,0,0,0,31,31,,,,,,,
1,5,53,57,50,5,0,1,5,0,0,0,53,53,,,,,,,
1,3,26,61,20,2,1,7,1,1,,,26,26,,,,,,,
1,21,40,68,40,0,21,3,0,0,21,0,40,40,,,,,,,
1,2,22,43,20,2,0,7,1,0,1,0,22,22,,,,,,,
1,3,18,19,10,3,0,3,0,0,3,0,18,18,,,,,,,
1,4,39,39,30,3,1,7,,,1,1,39,39,,,,,,,
1,3,22,25,20,0,3,7,2,1,0,0,22,22,,,,,,,
1,2,35,35,30,2,0,7,1,1,0,0,35,35,,,,,,,
1,18,28,40,20,0,18,1,18,0,0,0,28,28,,,,,,,
1,8,41,41,40,,,8,0,0,0,0,41,41,,,,,,,
1,2,25,53,20,1,1,2,0,2,0,0,25,25,,,,,,,
2,4,29,39,20,4,0,1,4,0,0,0,29,29,,,,,,,
1,3,33,35,30,0,3,2,0,3,0,0,33,33,,,,,,,
1,5,41,41,40,1,3,3,0,0,5,0,41,41,,,,,,,
1,2,35,39,30,2,0,,1,,,,35,35,,,,,,,
1,2,30,47,30,2,0,7,1,1,0,0,30,30,,,,,,,
1,27,14,17,10,27,0,4,0,0,0,27,14,14,,,,,,,
2,27,,,,27,0,4,0,0,0,27, , ,,,,,,,
1,3,40,40,40,0,3,7,2,1,0,0,40,40,,,,,,,
2,41,37,48,30,36,5,1,41,0,0,0,37,37,,,,,,,
1,10,22,27,20,0,10,1,10,0,0,0,22,22,,,,,,,
1,2,29,29,20,2,0,1,2,0,0,0,29,29,,,,,,,
1,4,33,35,30,0,4,,,,1,,33,33,,,,,,,
1,2,24,26,20,1,1,1,2,0,0,0,24,24,,,,,,,
1,6,26,30,20,0,6,1,6,0,0,0,26,26,,,,,,,
1,4,25,29,20,0,4,1,4,0,0,0,25,25,,,,,,,
2,4,38,41,30,4,0,3,0,0,4,0,39,39,,,,,,,
1,2,37,37,30,1,1,1,2,0,0,0,37,37,,,,,,,
1,3,19,19,10,3,0,3,0,0,3,0,19,19,,,,,,,
1,2,17,27,10,2,0,7,1,1,0,0,17,17,,,,,,,
1,2,21,21,20,2,0,1,2,0,0,0,21,21,,,,,,,
1,6,16,29,10,2,4,3,0,0,6,0,16,22,,,,,,,
1,5,,,,,,1,5,0,0,0, , ,,,,,,,
1,10,22,49,20,9,1,1,10,0,0,0,22,22,,,,,,,
2,6,,,,0,6,1,6,0,0,0, , ,,,,,,,
1,27,38,44,30,27,0,1,27,0,0,0,38,38,,,,,,,
1,4,56,74,50,2,2,1,4,0,0,0,56,56,,,,,,,
1,3,26,26,20,3,0,2,0,3,0,0,26,26,,,,,,,
1,3,28,32,20,0,3,1,3,0,0,0,28,28,,,,,,,
1,3,,,,0,3,,,,0,0, , ,,,,,,,
1,3,22,22,20,3,0,4,0,0,0,3,22,22,,,,,,,
1,9,39,42,30,9,0,1,9,0,0,0,39,39,,,,,,,
1,3,50,51,50,3,0,1,3,0,0,0,50,50,,,,,,,
1,2,30,35,30,1,1,1,2,0,0,0,30,30,,,,,,,
1,2,20,48,20,0,2,1,2,0,0,0,20,20,,,,,,,
1,10,29,34,20,0,10,1,10,0,0,0,29,29,,,,,,,
1,4,18,18,10,4,0,4,0,0,0,4,18,18,,,,,,,
1,3,17,19,10,3,0,1,3,0,0,0,17,17,,,,,,,
1,6,19,24,10,5,1,7,1,5,0,0,19,19,,,,,,,
1,6,20,27,20,6,0,1,6,0,0,0,20,20,,,,,,,
1,2,24,24,20,0,2,7,1,1,0,0,24,24,,,,,,,
2,5,26,31,20,5,0,1,5,0,0,0,26,26,,,,,,,
1,6,35,39,30,4,2,1,6,0,0,0,35,35,,,,,,,
1,7,20,33,20,4,3,1,7,0,0,0,20,20,,,,,,,
2,3,40,57,40,3,0,1,3,0,0,0,40,40,,,,,,,
1,3,24,38,20,1,2,1,3,0,0,0,24,24,,,,,,,
1,7,32,32,30,2,5,1,7,0,0,0,32,32,,,,,,,
1,2,22,22,20,1,1,1,2,0,0,0,22,22,,,,,,,
1,5,27,27,20,0,5,1,5,0,0,0,27,27,,,,,,,
1,2,23,23,20,2,0,,,1,,,23,23,,,,,,,
1,16,46,50,40,11,5,7,3,0,0,0,46,46,,,,,,,
1,3,30,33,30,1,2,1,3,0,0,0,30,30,,,,,,,
1,8,18,20,10,0,8,7,3,,,1,18,18,,,,,,,
1,8,22,24,20,0,8,7,3,,,1,22,22,,,,,,,
1,5,53,53,50,3,2,1,5,0,0,0,53,53,,,,,,,
1,3,25,26,20,1,2,1,3,0,0,0,25,25,,,,,,,
1,2,19,50,10,2,0,7,1,1,0,0,19,19,,,,,,,
1,2,21,21,20,2,0,1,2,0,0,0,21,21,,,,,,,
1,2,25,25,20,0,2,2,0,2,0,0,25,25,,,,,,,
1,4,25,32,20,4,0,2,0,4,0,0,25,25,,,,,,,
1,2,29,31,20,0,2,1,2,0,0,0,29,29,,,,,,,
